Time,Mean RTT,Std Dev,Elevation,State
Wed Mar 25 21:10:04 2026,121.375,28.848352302264257,32.70833333333333,1,
Wed Mar 25 21:10:33 2026,166.04166666666666,22.30856057660377,36.04166666666666,1,
Wed Mar 25 21:10:50 2026,209.33333333333334,121.28387270275375,128.33333333333334,1,
Wed Mar 25 21:11:16 2026,147.76666666666668,41.581192329652545,67.43333333333335,1,
Wed Mar 25 21:13:14 2026,51.666666666666664,14.611639196202457,18.666666666666664,0,4.19
Wed Mar 25 21:13:46 2026,27.633333333333333,12.815962269329951,14.633333333333333,0,3.13
Wed Mar 25 21:14:34 2026,119.83333333333334,79.4992662439933,68.33333333333334,1,3.11
Wed Mar 25 21:15:15 2026,26.291666666666668,6.648281941808559,7.291666666666668,0,2.07
Wed Mar 25 21:16:04 2026,67.76666666666667,47.57141999141921,35.766666666666666,1,13.5
Wed Mar 25 21:16:54 2026,55.333333333333336,7.244921593011818,10.333333333333336,0,
Wed Mar 25 21:17:52 2026,35.5,2.5440562537456253,4.166666666666668,0,
Thu Mar 26 13:23:24 2026,41.0,8.88444333277743,11.333333333333332,0,25.0
Thu Mar 26 13:23:53 2026,23.666666666666668,2.6832815729997477,1.6666666666666679,0,99.9
Thu Mar 26 13:24:41 2026,99.1,17.336409983359044,27.099999999999994,1,28.3
Thu Mar 26 13:25:16 2026,43.5,14.761812595718425,13.5,0,65.6
Thu Mar 26 13:25:47 2026,99.4,50.910116872778836,85.4,1,87.6
Thu Mar 26 13:26:20 2026,111.26666666666667,15.449415666763725,18.266666666666666,1,96.3
Thu Mar 26 13:26:49 2026,45.333333333333336,3.1481917208313583,5.333333333333336,0,94.7
Thu Mar 26 13:27:10 2026,39.266666666666666,0.9752492558885196,1.2666666666666657,0,96.5
Thu Mar 26 13:27:46 2026,100.16666666666667,4.604345773288536,6.166666666666671,1,90.9
Thu Mar 26 13:28:16 2026,47.03333333333333,8.55725812785069,11.533333333333331,0,17.7
Thu Mar 26 13:28:39 2026,88.86666666666666,25.26358820296295,29.86666666666666,1,75.4
